Name;Straße;PLZ;Ort;Land;Betriebsstandort;Region;Telefon;E-Mail;Quelle
Möth;Schrattenthal 21;2073;Schrattenthal;AT;Niederösterreich;Weinviertel;+43 2946 8319;info@moeth.at;ÖWM-Betriebssuche
Mößlinger;Untere Hauptstraße 9;3552;Stratzing;AT;Niederösterreich;Kremstal;+43 650 9901444;office@moesslinger.at;ÖWM-Betriebssuche
Mühlegger;Dörflergasse 6;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 2252 21397;;ÖWM-Betriebssuche
Mühlfeldhof;Rudolf-Kasper-Gasse 26;2511;Pfaffstätten;AT;Niederösterreich;Thermenregion;+43 2252 87626;wein@muehlfeldhof.at;ÖWM-Betriebssuche
Müller (Hollenburgerstraße);Hollenburgerstraße 12;3508;Krustetten;AT;Niederösterreich;Kremstal;+43 2739 2691;info@weingutmueller.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Müller (Kirchnerstraße);Kirchnerstraße 21;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 664 5538752;;ÖWM-Betriebssuche
Müller Markus;Wegscheidgasse 4;3134;Reichersdorf;AT;Niederösterreich;Traisental;+43 664 5338897;office@mueller-weine.at;ÖWM-Betriebssuche
Müller-Grossmann;Lindengasse 25;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 664 2165443;office@mueller-grossmann.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Müllner (Alberndorf);Alberndorf 291;2054;Haugsdorf;AT;Niederösterreich;Weinviertel;+43 2944 2811;;ÖWM-Betriebssuche
Müllner (Dürnleis);Dürnleis 47;2033;Nappersdorf-Kammersdorf;AT;Niederösterreich;Weinviertel;+43 676 9558755;info@weinbau-muellner.at;ÖWM-Betriebssuche
Müllner (Körnermarkt);Körnermarkt 10;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 676 3420968;office@weingut-muellner.at;ÖWM-Betriebssuche
Müllner (Unterwölbling 2);Unterwölbling 2;3124;Oberwölbling;AT;Niederösterreich;Traisental;+43 2786 2440;office@winzerhof-muellner.at;ÖWM-Betriebssuche
Müllner (Unterwölbling 46);Unterwölbling 46;3124;Oberwölbling;AT;Niederösterreich;Traisental;+43 2786 2210;muellner.weinbau@gmx.at;ÖWM-Betriebssuche
Müllner (Vogtgasse);Vogtgasse;2264;Jedenspeigen;AT;Niederösterreich;Weinviertel;+43 650 5808653;office@wein-muellner.at;ÖWM-Betriebssuche
Müllner Wolfgang;Neusiedler Str. 42;3134;Nußdorf ob der Traisen;AT;Niederösterreich;Traisental;+43 2783 6060;info@weingutmuellner.at;ÖWM-Betriebssuche
Münzker;Am Sportplatz 8;2244;Spannberg;AT;Niederösterreich;Weinviertel;+43 2538 8255;hans.muenzker@aon.at;ÖWM-Betriebssuche
Nadler;Zwetschkenzipf 12;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 664 1828673;info@weingut-nadler.at;ÖWM-Betriebssuche
Nagelmayer;Kleinjetzelsdorf 6;3730;Eggenburg;AT;Niederösterreich;Weinviertel;+43 699 12760020;daniela.weissensteiner@gmx.net;ÖWM-Betriebssuche
Nagl Roland und Gabriela;Wiener Straße 41;3433;Königstetten;AT;Niederösterreich;Wagram;+43 2273 7343;roland@weinbau-nagl.at;ÖWM-Betriebssuche
Nastl;Gartenzeile 17;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2903;office@nastl.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Neckam;Holzleitenstraße 9;2132;Mistelbach;AT;Niederösterreich;Weinviertel;+43 676 7023725;info@wein-neckam.at;ÖWM-Betriebssuche
Neid;Hauptstrasse 62;2120;Obersdorf;AT;Niederösterreich;Weinviertel;+43 676 4839162;info@weingut-neid.at;ÖWM-Betriebssuche
Nekham Josef;Schwemmzeile 38;2130;Paasdorf;AT;Niederösterreich;Weinviertel;+43 2572 3959;office@nekham-weine.at;ÖWM-Betriebssuche
Nepomukhof;Dorfstrasse 2;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 664 9128405;grassl@nepomukhof.at;ÖWM-Betriebssuche
Nestroy auf Lichtenstein;Hauptstrasse 43-45;2344;Maria Enzersdorf;AT;Niederösterreich;Thermenregion;;;ÖWM-Betriebssuche
Netzl Franz & Christine;Rosenbergstrasse 17;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 2162 8236;weingut@netzl.com;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Netzl Martin;Rosenbergstrasse 1;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 2162 8201;weingut@netzl.net;ÖWM-Betriebssuche
Neubauer;Kleinhöflein, Obere Neubauer Hauptstraße 60;2070;Retz;AT;Niederösterreich;Weinviertel;+43 664 1804346;weingut-neubauer@utanet.at;ÖWM-Betriebssuche
Neuberger;Priessnitzgasse 11;2340;Mödling;AT;Niederösterreich;Thermenregion;+43 2236 22209;weingutneuberger@gmx.at;ÖWM-Betriebssuche
Neuhold (Hauptplatz);Hauptplatz 16;3730;Eggenburg;AT;Niederösterreich;Weinviertel;+43 2984 3668;weingut-neuhold@aon.at;ÖWM-Betriebssuche
Neuhold (Niederschleinz);Niederschleinz 32;3721;Limberg;AT;Niederösterreich;Weinviertel;+43 2959 2087;;ÖWM-Betriebssuche
Neuhold Thomas;Unterdürnbach 69;3721;Unterdürnbach;AT;Niederösterreich;Weinviertel;+43 2958 88213;neuhold-weine@gmx.at;ÖWM-Betriebssuche
Neuhuber Franz;Gross Inzersdorf 25;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 80572;neuhuber.franz@aon.at;ÖWM-Betriebssuche
Neumayer;Niedersulz 245;2224;Sulz im Weinviertel;AT;Niederösterreich;Weinviertel;+43 664 5101286;office@weingut-neumayer.at;ÖWM-Betriebssuche
Neumayer Robert;Roseldorferstraße 11;3743;Röschitz;AT;Niederösterreich;Weinviertel;+43 664 1428336;robert.neumayer@wavenet.at;ÖWM-Betriebssuche
Neumayr;Nr. 9;3720;Minichhofen;AT;Niederösterreich;Weinviertel;+43 664 75009090;sepp.neumayr@aon.at;ÖWM-Betriebssuche
Neunteufel;Waitzendorf 18;2073;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 2946 8262;;ÖWM-Betriebssuche
Neunteufl;Viendorf 33;2013;Göllersdorf;AT;Niederösterreich;Weinviertel;+43 650 9797357;info@weingut-neunteufl.at;ÖWM-Betriebssuche
Neustifter (Golfplatz);Golfplatz 3;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 2552 3435;info@weingut-neustifter.at;ÖWM-Betriebssuche
Neustifter (Winzerzeile);Winzerzeile 21;2222;Kollnbrunn;AT;Niederösterreich;Weinviertel;+43 2574 28152;;ÖWM-Betriebssuche
Nibiru Wine;Thürneustift 6;3562;Schönberg am Kamp;AT;Niederösterreich;Kamptal;+43 664 1227406;mail@nibiru.wine;ÖWM-Betriebssuche
Niedermayer (Hauptplatz);Hauptplatz 44;2013;Göllersdorf;AT;Niederösterreich;Weinviertel;+43 2954 2781;;ÖWM-Betriebssuche
Niedermayer (Kupferschmiedgasse);Kupferschmiedgasse 19;2201;Hagenbrunn;AT;Niederösterreich;Weinviertel;+43 664 1001014;;ÖWM-Betriebssuche
Niefergall;Hauptstrasse 1;2412;Wolfsthal;AT;Niederösterreich;Carnuntum;+43 2165 63319;;ÖWM-Betriebssuche
Niegl;Feldstrasse 27;2345;Brunn am Gebirge;AT;Niederösterreich;Thermenregion;+43 2236 35555;;ÖWM-Betriebssuche
Niehsner;Hundsheim 16;3512;Mautern an der Donau;AT;Niederösterreich;Wachau;+43 664 4021543;johann.niehsner@aon.at;ÖWM-Betriebssuche
Nierscher;Hauptstrasse 190;3400;Klosterneuburg;AT;Niederösterreich;Wagram;+43 2243 33933;buschenschanknierscher@gmx.at;ÖWM-Betriebssuche
Nigl (Elisabethstrasse);Elisabethstrasse 10;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8698376;f.nigl@kabsi.at;ÖWM-Betriebssuche
Nigl (Hochstrasse);Hochstrasse 73;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8654243;;ÖWM-Betriebssuche
Nigl (Kirchenberg);Kirchenberg 1;3541;Senftenberg;AT;Niederösterreich;Kremstal;+43 2719 2609;info@weingutnigl.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Nigl (Rudolfgasse);Rudolfgasse 2;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8698370;;ÖWM-Betriebssuche
Nigl (Vierbatzstraße);Vierbatzstraße 5;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 650 2628076;georg@nigl.com;ÖWM-Betriebssuche
Nigl Toni & Birgit;Brunnergasse 36;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8651816;toni@nigl.me;ÖWM-Betriebssuche
Niki Windisch;Kurze Zeile 66;2212;Großengersdorf;AT;Niederösterreich;Weinviertel;+43 699 12867471;niki@weingut-windisch.at;ÖWM-Betriebssuche
Nikolaihof Wachau;Nikolaigasse 3;3512;Mautern an der Donau;AT;Niederösterreich;Wachau;+43 2732 82901;wein@nikolaihof.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Nimmervoll (Neudegg);Neudegg 13;3471;Großriedenthal;AT;Niederösterreich;Wagram;+43 2279 7534;weingut-nimmervoll@gmx.at;ÖWM-Betriebssuche
Nimmervoll (Steingassl);Steingassl 30;3470;Engelmannsbrunn;AT;Niederösterreich;Wagram;+43 676 9503682;office@nimmervoll.cc;ÖWM-Betriebssuche
Nolz;Kellergasse am Eichberg;3133;Traismauer;AT;Niederösterreich;Traisental;+43 664 73534223;office@nolzwein.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Nord und Süd;See 4;3562;Schönberg am Kamp;AT;Niederösterreich;Kamptal;+43 660 7040203;info@nordundsud.at;ÖWM-Betriebssuche
Nosko;Altmannistrasse 3;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2732 82940;;ÖWM-Betriebssuche
Nowak;Mühlgasse 2;2353;Guntramsdorf;AT;Niederösterreich;Thermenregion;+43 664 3032802;office@wein-nowak.at;ÖWM-Betriebssuche
Nunzer;Mitterarnsdorf 26;3621;Rossatz-Arnsdorf;AT;Niederösterreich;Wachau;+43 2714 8283;;ÖWM-Betriebssuche
Nutz;Nr. 28;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 650 3470584;herwignutz@icloud.com;ÖWM-Betriebssuche
NÖ Landesweingut Hollabrunn;Sonnleitenweg 2;2020;Hollabrunn;AT;Niederösterreich;Weinviertel;+43 2952 2133231;lwg.hollabrunn@diefachschule.at;ÖWM-Betriebssuche
NÖ Landesweingut Mistelbach;Winzerschulgasse 50;2130;Mistelbach;AT;Niederösterreich;Weinviertel;+43 2572 24210;direktion@lfs-mistelbach.ac.at;ÖWM-Betriebssuche
NÖ Landesweingut Retz - Gut Altenberg;Seeweg 2;2070;Retz;AT;Niederösterreich;Weinviertel;+43 2942 2202;lwg.retz@diefachschule.at;ÖWM-Betriebssuche
NÖ Landesweingüter;Landhauskeller, Landhausplatz 1;3100;St. Pölten;AT;Niederösterreich;Traisental;+43 2742 900513045;keller@wbs-krems.at;ÖWM-Betriebssuche
Obenaus;Hauptstrasse 53;3471;Großriedenthal;AT;Niederösterreich;Wagram;+43 664 9288455;info@winzerhof-obenaus.at;ÖWM-Betriebssuche
Obenaus Martin;Lange Zeile 24;3704;Glaubendorf;AT;Niederösterreich;Weinviertel;+43 664 2490742;office@weingut-obenaus.at;ÖWM-Betriebssuche
Obermayer;Zum Kogel 3;3714;Sitzendorf an der Schmida;AT;Niederösterreich;Weinviertel;+43 2956 2369;weinbaukuehrer@gmail.com;ÖWM-Betriebssuche
Obermayr;Dorntal 11;3541;Senftenberg;AT;Niederösterreich;Kremstal;+43 2719 8138;office@weingut-obermayr.at;ÖWM-Betriebssuche
Oberschil;Schlossgasse 17;2102;Hagenbrunn;AT;Niederösterreich;Weinviertel;+43 2262 672780;heuriger@oberschil.at;ÖWM-Betriebssuche
Oberschil-Rieger (Hauptstraße);Hauptstraße 4;2102;Hagenbrunn;AT;Niederösterreich;Weinviertel;+43 2262 672949;heuriger@oberschil-rieger.at;ÖWM-Betriebssuche
Oberschil-Rieger (Stammersdorferstrasse);Stammersdorferstrasse 21;2102;Hagenbrunn;AT;Niederösterreich;Weinviertel;+43 2262 672782;weingut@oberschil-rieger.at;ÖWM-Betriebssuche
Obetzhauser;Gruber Hauptstraße 30;2262;Stillfried;AT;Niederösterreich;Weinviertel;+43 2283 2368;obetzhauser@gmail.com;ÖWM-Betriebssuche
Obritzhauser (Kiblitz);Kiblitz 19;3710;Ziersdorf;AT;Niederösterreich;Weinviertel;+43 2956 2332;;ÖWM-Betriebssuche
Obritzhauser (Kremser Straße);Kremser Straße 1;3711;Großmeiseldorf;AT;Niederösterreich;Weinviertel;+43 2957 245;obritzhauser-weine@aon.at;ÖWM-Betriebssuche
Ockermüller;Hauptstrasse 37;3420;Kritzendorf;AT;Niederösterreich;Wagram;;;ÖWM-Betriebssuche
Ofenböck;Eichbüchl 32;2801;Katzelsdorf;AT;Niederösterreich;Thermenregion;+43 2622 78437;;ÖWM-Betriebssuche
Olscher;Poststr 5;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 699 11106640;martin.olscher@gmx.at;ÖWM-Betriebssuche
Oppelmayer;Kirchenstraße 9;2464;Göttlesbrunn;AT;Niederösterreich;Carnuntum;+43 2162 8237;weingut@oppelmayer.at;ÖWM-Betriebssuche
Oppenauer;Oberer Markt 46;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 2552 2179;;ÖWM-Betriebssuche
Ortmann;Ambach 75;3124;Oberwölbling;AT;Niederösterreich;Traisental;+43 2786 2576;;ÖWM-Betriebssuche
Ott;Obere Ortsstraße 37;3134;Nußdorf ob der Traisen;AT;Niederösterreich;Traisental;+43 664 5271508;info@ott-traisental.at;ÖWM-Betriebssuche
Ott Andreas;Schlossgasse 9;2102;Hagenbrunn;AT;Niederösterreich;Weinviertel;+43 2262 672120;office@andreasott.at;ÖWM-Betriebssuche
Ott Bernhard;Neufang 36;3483;Feuersbrunn;AT;Niederösterreich;Wagram;+43 2738 2257;bernhard@ott.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Oßberger;Neuweidlinger Strasse 56;3495;Rohrendorf bei Krems;AT;Niederösterreich;Kremstal;+43 2732 86712;markusossberger@a1.net;ÖWM-Betriebssuche
Paar;Siedlungsgasse 8;2472;Prellenkirchen;AT;Niederösterreich;Carnuntum;+43 2145 2308;;ÖWM-Betriebssuche
Pably;Rafing 36;3741;Pulkau;AT;Niederösterreich;Weinviertel;+43 2946 2870;;ÖWM-Betriebssuche
Pagler;Hauptstrasse 52;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 2252 84133;info@weingut-pagler.at;ÖWM-Betriebssuche
Paier;Dorfstraße 7;2070;Mitterretzbach;AT;Niederösterreich;Weinviertel;+43 2942 3647;office@weingutpaier.at;ÖWM-Betriebssuche
Pammer;Höbenbach 50;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2736 7271;;ÖWM-Betriebssuche
Pamperl;Hart 46;2041;Wullersdorf;AT;Niederösterreich;Weinviertel;+43 2953 2369;;ÖWM-Betriebssuche
Pamperl Gerhard;Hollabrunnerstrasse 11;3710;Ziersdorf;AT;Niederösterreich;Weinviertel;+43 699 11112242;mail@pamperl-wein.at;ÖWM-Betriebssuche
Pamperl Johann;Hart 46;2041;Wullersdorf;AT;Niederösterreich;Weinviertel;+43 2953 2369;raphael_pamperl@hotmail.de;ÖWM-Betriebssuche
Panholzer (Dorfstraße);Dorfstraße 33;3711;Großmeiseldorf;AT;Niederösterreich;Weinviertel;+43 680 3044650;wilhelm.panholzer@gmx.at;ÖWM-Betriebssuche
Panholzer (Hohenwarth);Hohenwarth 47;3472;Hohenwarth-Mühlbach a.M.;AT;Niederösterreich;Weinviertel;+43 2957 238;;ÖWM-Betriebssuche
Paradeiser Josef;In der Leithen 65;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;;weingut@wein-paradeiser.at;ÖWM-Betriebssuche
Paradeiser Peter;Kellergasse Scheibe, Post: Am Kogel 12;3481;Fels am Wagram;AT;Niederösterreich;Wagram;+43 650 9861817;bioweinbau@peter-paradeiser.at;ÖWM-Betriebssuche
Parisch;Obere Hauptstrasse 10;3553;Schiltern;AT;Niederösterreich;Kamptal;+43 2734 8593;office@weinbau-parisch.at;ÖWM-Betriebssuche
Parth Maria und Thomas;Grosse Zeile 24;2171;Herrnbaumgarten;AT;Niederösterreich;Weinviertel;+43 664 3672184;parth@herrnbaumgarten.at;ÖWM-Betriebssuche
Parzer;Oberndorferstrasse 69;3133;Traismauer;AT;Niederösterreich;Traisental;+43 2783 7243;;ÖWM-Betriebssuche
Parzer Christian;Oberfucha 9;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2739 2414;office@weinhof-parzer.at;ÖWM-Betriebssuche
Pasching-Klinglhuber;Walterstraße 42;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 664 4521929;pasching-klinglhuber@gmx.at;ÖWM-Betriebssuche
Paschinger;Ferdinand-Grasser- Strasse 330;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2732 81069;;ÖWM-Betriebssuche
Pass (Etzmannsdorf);Etzmannsdorf 11;3722;Straning-Grafenberg;AT;Niederösterreich;Weinviertel;+43 664 5912142;office@weingut-pass.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Pass (Stoitzendorf);Stoitzendorf 10;3730;Meiseldorf;AT;Niederösterreich;Weinviertel;+43 2984 3344;weinbau.pass@gmx.at;ÖWM-Betriebssuche
Passecker;Neudegg 32;3471;Großriedenthal;AT;Niederösterreich;Wagram;+43 2279 7232;;ÖWM-Betriebssuche
Passionswein Eibesthal;Marktweg 27;2130;Eibesthal;AT;Niederösterreich;Weinviertel;+43 676 9499592;michael.hoermann@wien.gv.at;ÖWM-Betriebssuche
Patzl;Elsarn, Am Berg 46;3491;Straß im Straßertale;AT;Niederösterreich;Kamptal;+43 664 4984306;office@weingut-patzl.at;ÖWM-Betriebssuche
Paul (Dorfstrasse);Dorfstrasse 10;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 2162 8451;;ÖWM-Betriebssuche
Paul (Satzengasse);Satzengasse 3;2100;Leobendorf;AT;Niederösterreich;Weinviertel;+43 664 9482137;alexander.paul@weingutpaul.at;ÖWM-Betriebssuche
Paul D.;Mitterstockstall 43;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 664 8199565;paul@paul-d.at;ÖWM-Betriebssuche
Pausch;Erdölstraße 60;2185;Wilfersdorf;AT;Niederösterreich;Weinviertel;+43 2573 2378;;ÖWM-Betriebssuche
Pauser (Hauptplatz);Hauptplatz 11;3481;Fels am Wagram;AT;Niederösterreich;Wagram;+43 2738 20027;weinbau-pauser@aon.at;ÖWM-Betriebssuche
Pauser (Oberarnsdorf);Oberarnsdorf 47;3621;Rossatz-Arnsdorf;AT;Niederösterreich;Wachau;+43 2714 8371;;ÖWM-Betriebssuche
Pawlik;An der Zeil 29;3434;Tulbing;AT;Niederösterreich;Wagram;+43 2273 7679;;ÖWM-Betriebssuche
Pax;Weinbergstraße 27;3610;Joching;AT;Niederösterreich;Wachau;+43 664 4065858;wein@weingut-pax.at;ÖWM-Betriebssuche
Payr;Dorfstrasse 18;2465;Höflein;AT;Niederösterreich;Carnuntum;+43 664 2307535;robert@weingut-payr.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Pazelt;Platt 75;2051;Platt;AT;Niederösterreich;Weinviertel;+43 2945 2510;wilhelm.pazelt@gmail.com;ÖWM-Betriebssuche
Peer;Neustiftgasse 241;2024;Mailberg;AT;Niederösterreich;Weinviertel;+43 676 9486220;office@weingut-peer.at;ÖWM-Betriebssuche
Pegler;Dorfstraße 16;3463;Stetteldorf am Wagram;AT;Niederösterreich;Wagram;+43 2278 3165;weinkunst@pegler.at;ÖWM-Betriebssuche
Pelikan Manfred;Bahnstraße 18;2264;Sierndorf an der March;AT;Niederösterreich;Weinviertel;+43 2536 87202;pelikan-wein@gmx.at;ÖWM-Betriebssuche
Pelzmann;Hauptstrasse 27;2413;Berg;AT;Niederösterreich;Carnuntum;+43 664 3732175;office@weingut-pelzmann.at;ÖWM-Betriebssuche
Pemp;Obere Hauptstraße 11;2291;Lassee;AT;Niederösterreich;Weinviertel;+43 2213 3140;buschenschank.pemp@aon.at;ÖWM-Betriebssuche
Penisch Josef;Nr. 13;2153;Oberschoderlee;AT;Niederösterreich;Weinviertel;+43 2526 5662;weinbau.penisch@aon.at;ÖWM-Betriebssuche
Pennerstorfer;Ottenthal 3;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 2279 2328;weingut.pennerstorfer@aon.at;ÖWM-Betriebssuche
Perger;Sulzgasse 11;2405;Bad Deutsch-Altenburg;AT;Niederösterreich;Carnuntum;+43 650 5275011;thomas.perger@aon.at;ÖWM-Betriebssuche
Perko-Mosauer Thomas;Gföhler Straße 3a;3552;Lengenfeld;AT;Niederösterreich;Kremstal;+43 2719 30199;thomas.perko-mosauer@aon.at;ÖWM-Betriebssuche
Personengemeinschaft Schratt;Roggendorf 10a;3730;Roggendorf;AT;Niederösterreich;Weinviertel;+43 2984 2960;alois.schratt@gmx.at;ÖWM-Betriebssuche
Pertl;Gross Inzersdorf 56;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 8358;;ÖWM-Betriebssuche
Pertl-Kreusel Johann;Hauptstrasse 141;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 2252 45455;;ÖWM-Betriebssuche
Pesau;Wiagasse 253;2162;Falkenstein;AT;Niederösterreich;Weinviertel;+43 2554 6705;office@pesau.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Peter;Mannigfallerstraße 313;3571;Gars am Kamp;AT;Niederösterreich;Kamptal;+43 676 5255752;office@weingut-peter.at;ÖWM-Betriebssuche
Peter Terscinar;Brunngasse 66;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 650 5166085;terscinar@weingut-pt.at;ÖWM-Betriebssuche
Petricek;Retzerstraße 42-46;2070;Unternalb;AT;Niederösterreich;Weinviertel;+43 650 4864893;info@petricek-wein.at;ÖWM-Betriebssuche
Petz;Förthofstraße 7;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 676 3315258;office@winzerhof-petz.at;ÖWM-Betriebssuche
Petz Weingut Karin;Obritz 321a;2061;Hadres;AT;Niederösterreich;Weinviertel;+43 2943 3888;info@weingut-petz.at;ÖWM-Betriebssuche
Pfaffinger;Nr. 27;3601;Dürnstein;AT;Niederösterreich;Wachau;;;ÖWM-Betriebssuche
Pfaffl Heinz und Theresia;Hauptstraße 38;2100;Stetten;AT;Niederösterreich;Weinviertel;+43 2262 673653;buschenschank@pfaffl.co.at;ÖWM-Betriebssuche
Pfaffl R&A;Schulgasse 21;2100;Stetten;AT;Niederösterreich;Weinviertel;+43 2262 673423;wein@pfaffl.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Pfalz;Parkstrasse 20;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 2574 8376;reinhard@pfalz.at;ÖWM-Betriebssuche
Pfarr;Eichhorn 37;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 8588;pfarr.h@aon.at;ÖWM-Betriebssuche
Pfeffel Dürnstein;Zur Himmelsstiege 122;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 2711 206;info@pfeffel.at;ÖWM-Betriebssuche
Pfeffer;Hauptplatz 11;2191;Gaweinstal;AT;Niederösterreich;Weinviertel;+43 2574 2532;wines.pfeffer@gmx.net;ÖWM-Betriebssuche
Pfeifer Johann;Marichtalerweg 11;2020;Hollabrunn;AT;Niederösterreich;Weinviertel;+43 2952 213349;pfeifer.johann@gmx.at;ÖWM-Betriebssuche
Pfeiffer (Hauptstrasse);Hauptstrasse 34;2145;Hausbrunn;AT;Niederösterreich;Weinviertel;+43 2533 89851;pfeiffer14@aon.at;ÖWM-Betriebssuche
Pfeiffer (Schlossallee);Schlossallee 37;3704;Heldenberg;AT;Niederösterreich;Weinviertel;+43 676 7923063;office@dasweingut.at;ÖWM-Betriebssuche
Pfeiffer (Triftberg);Triftberg 1;2161;Poysbrunn;AT;Niederösterreich;Weinviertel;+43 2554 85416;;ÖWM-Betriebssuche
Pfeiffer (Wienerstrasse);Wienerstrasse 59;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 2955 70341;;ÖWM-Betriebssuche
Pferschy-Seper;Fr. Schillerstr.6;2340;Mödling;AT;Niederösterreich;Thermenregion;+43 2236 892845;wein@pferschy-seper.at;ÖWM-Betriebssuche
Pfiel;Ahrenberger Kellergasse;3133;Traismauer;AT;Niederösterreich;Traisental;+43 2276 2323;;ÖWM-Betriebssuche
Pfliegler;Obere Ortsstrasse 17;2170;Kleinhadersdorf;AT;Niederösterreich;Weinviertel;+43 2552 3639;;ÖWM-Betriebssuche
Pfundner;Hauptstraße 6;2202;Enzersfeld;AT;Niederösterreich;Weinviertel;+43 2262 673383;w.pfundner@aon.at;ÖWM-Betriebssuche
Philipp;Hauptstraße 23;2722;Weikersdorf am Steinfelde;AT;Niederösterreich;Thermenregion;+43 650 2380438;christian.philipp@weinobst.at;ÖWM-Betriebssuche
Philipp Mayer;Hauptplatz 1;2203;Großebersdorf;AT;Niederösterreich;Weinviertel;+43 664 2863505;mayerherbert977@gmail.com;ÖWM-Betriebssuche
Pichler (Neugasse);Neugasse 14;2340;Mödling;AT;Niederösterreich;Thermenregion;+43 2236 24863;;ÖWM-Betriebssuche
Pichler (Reisperbachtalstrasse);Reisperbachtalstrasse 3;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 74627;;ÖWM-Betriebssuche
Pichler (Sportplatzsiedlung);Sportplatzsiedlung 11;2465;Höflein;AT;Niederösterreich;Carnuntum;+43 2162 63110;weinbau.pichler@gmx.at;ÖWM-Betriebssuche
Pichler (Untere Hauptstrasse);Untere Hauptstrasse 23;3495;Rohrendorf bei Krems;AT;Niederösterreich;Kremstal;+43 2732 71840;;ÖWM-Betriebssuche
Pichler e. U.;Marktplatz 35;2162;Falkenstein;AT;Niederösterreich;Weinviertel;+43 2554 8100;weingut.pichler.heinz@aon.at;ÖWM-Betriebssuche
Pichler-Krutzler;Rothenhof 2;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 2732 71806;office@pichler-krutzler.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Piewald;Gut am Steg 2;3620;Spitz;AT;Niederösterreich;Wachau;+43 676 7339363;wein@weingut-piewald.at;ÖWM-Betriebssuche
